,coc,con,brc,brn,OC,BCM,BC,MBC,SCA,SC,ST,Year
320,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",ME,Mechanical Engineering,145.0,98.0,124.0,117.0,92.5,100.5,101.0,2019
321,1113,"R M K Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,Computer Science and Engineering,183.5,169.5,179.0,168.5,128.0,131.0,106.0,2019
322,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EE,Electrical and Electronics Engineering,154.0,103.5,117.0,80.5,82.0,85.0,101.0,2019
323,1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",IT,Information Technology,147.5,119.5,135.0,118.5,85.0,109.0,117.5,2019
324,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CS,Computer Science and Engineering,166.5,137.0,158.5,144.5,110.0,100.5,118.5,2019
325,1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",CS,Computer Science and Engineering,107.0,80.0,80.0,82.0,101.0,80.0,92.5,2019
326,1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",EC,Electronics and Communication Engineering,107.5,79.0,83.0,85.0,80.0,81.5,84.5,2019
327,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",CS,Computer Science and Engineering,173.0,153.0,167.0,150.5,87.5,118.0,109.0,2019
328,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",BM,Bio- Medical Engineering,171.0,153.0,160.5,146.5,101.0,122.0,143.5,2019
329,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CS,Computer Science and Engineering,178.0,167.5,170.0,159.5,98.5,119.0,127.0,2019
330,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EC,Electronics and Communication Engineering,170.75,147.5,163.0,149.5,119.0,104.5,111.0,2019
331,1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602117",CS,Computer Science and Engineering,189.0,178.5,186.5,178.0,113.0,144.5,141.5,2019
332,1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602117",EC,Electronics and Communication Engineering,186.0,175.5,182.5,174.5,86.0,140.0,140.0,2019
333,1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602117",IT,Information Technology,186.0,172.5,183.0,172.5,102.0,132.0,132.5,2019
334,1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",EC,Electronics and Communication Engineering,168.5,145.0,154.0,140.0,99.0,118.0,126.5,2019
335,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CS,Computer Science and Engineering,193.0,188.0,191.0,187.0,149.0,170.0,163.5,2019
336,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",EC,Electronics and Communication Engineering,190.5,184.5,190.0,184.5,156.5,164.5,137.0,2019
337,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",EE,Electrical and Electronics Engineering,190.0,182.5,188.5,181.0,128.5,157.5,147.0,2019
338,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",IT,Information Technology,190.0,183.0,189.75,183.5,134.0,161.75,148.75,2019
339,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",ME,Mechanical Engineering,189.0,178.5,186.0,179.0,106.5,157.0,156.5,2019
340,1317,"St. Josephâ€™s College of Engineering, Old Mahabalipuram Road (OMR), Chennai 600 119",CS,Computer Science and Engineering,183.5,166.5,179.5,171.0,92.5,139.5,111.0,2019
341,1321,"Central Institute of Plastics Engineering and Technology (CIPET), Guindy, Chennai 600032",PA,Plastic Technology,171.0,153.0,162.0,153.0,131.0,132.75,112.0,2019
342,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",IT,Information Technology,109.5,97.0,80.0,81.5,80.0,81.5,105.0,2019
343,1452,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048",CS,Computer Science and Engineering,125.5,117.0,80.0,81.5,99.0,79.0,87.0,2019
344,1516,"Thanthai Periyar Government Institute of Technology , Bagayam, Vellore District 632002",EC,Electronics and Communication Engineering,162.5,122.5,151.5,148.0,83.0,120.0,139.0,2019
345,1516,"Thanthai Periyar Government Institute of Technology , Bagayam, Vellore District 632002",EE,Electrical and Electronics Engineering,152.0,112.5,142.0,135.0,90.5,116.5,98.0,2019
346,1516,"Thanthai Periyar Government Institute of Technology , Bagayam, Vellore District 632002",ME,Mechanical Engineering,141.0,116.5,123.0,118.5,90.0,109.5,122.25,2019
347,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CE,Civil Engineering,178.0,165.0,173.5,166.0,138.0,148.0,123.5,2019
348,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EE,Electrical and Electronics Engineering,186.5,181.5,185.5,181.5,168.5,168.5,143.0,2019
349,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EI,Electronics and Instrumentation Engineering,182.0,178.0,180.5,174.5,155.0,151.0,113.5,2019
350,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IT,Information Technology,187.0,180.5,186.0,182.0,174.5,165.5,144.5,2019
351,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ME,Mechanical Engineering,182.0,175.0,179.5,173.75,156.0,151.5,152.5,2019
352,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",PR,Production Engineering,175.0,155.5,170.5,165.5,127.0,132.5,118.5,2019
353,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,Computer Science and Engineering (SS),194.5,189.0,193.0,187.5,154.0,176.0,164.5,2019
354,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,Electronics and Communication Engineering,195.5,189.0,193.5,191.0,179.0,180.25,158.5,2019
355,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,Electrical and Electronics Engineering,191.5,184.5,190.0,187.75,164.5,178.5,146.5,2019
356,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,Electronics and Communication Engg. (SS),192.25,187.5,191.5,186.5,159.25,172.0,155.0,2019
357,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,Electrical and Electronics (Sandwich) (SS),184.0,173.5,182.0,174.5,127.5,155.75,91.5,2019
358,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,Information Tech. (SS),191.0,184.5,190.0,185.0,143.5,163.0,160.0,2019
359,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,Mechanical Engineering,192.0,187.0,190.0,185.5,192.0,176.0,136.5,2019
360,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,Mechanical Engg. (SS),189.5,181.5,189.0,180.5,171.5,165.0,136.5,2019
361,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,Robotics and Automation (SS),189.0,179.5,186.0,175.5,134.5,152.0,88.5,2019
362,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CS,Computer Science and Engineering,190.0,184.25,189.5,186.0,164.5,167.0,157.0,2019
363,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EC,Electronics and Communication Engineering,189.5,188.0,188.5,184.5,155.0,166.0,157.0,2019
364,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EM,Electronics and Communication Engg. (SS),188.0,183.0,187.5,182.5,143.0,153.0,123.5,2019
365,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,Elec. And Electronics Engg (SS),185.5,180.0,184.5,178.5,127.0,149.0,120.0,2019
366,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",IM,Information Tech. (SS),187.5,179.5,187.0,181.5,134.0,154.5,146.0,2019
367,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ME,Mechanical Engineering,186.5,178.5,184.5,178.0,149.0,157.0,135.5,2019
368,2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",CS,Computer Science and Engineering,179.5,172.0,175.5,171.25,146.5,150.5,174.5,2019
369,2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",EE,Electrical and Electronics Engineering,169.0,153.0,161.0,153.0,153.5,140.0,135.0,2019
370,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635 704",EE,Electrical and Electronics Engineering,144.5,108.5,115.5,130.5,118.0,110.0,130.5,2019
371,2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CE,Civil Engineering,174.5,159.0,171.5,162.0,158.0,144.5,113.0,2019
372,2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",EE,Electrical and Electronics Engineering,184.0,180.0,182.0,176.5,121.0,162.0,151.0,2019
373,2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",EE,Electrical and Electronics Engineering,158.0,135.0,150.5,147.5,105.5,123.5,124.0,2019
374,2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113",ME,Mechanical Engineering,122.0,85.0,88.5,81.0,116.5,88.5,114.0,2019
375,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",CS,Computer Science and Engineering,130.0,86.5,100.5,99.0,81.0,80.0,92.5,2019
376,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",EC,Electronics and Communication Engineering,131.0,109.5,93.5,91.0,94.5,81.0,90.5,2019
377,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",EE,Electrical and Electronics Engineering,108.0,98.5,80.0,80.5,90.5,107.5,103.0,2019
378,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",IT,Information Technology,120.5,110.5,97.0,86.0,102.5,80.0,98.5,2019
379,2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",ME,Mechanical Engineering,101.0,80.0,78.5,87.0,83.0,84.5,93.5,2019
380,2611,"Paavai Engineering College (Autonomous), NH-7, Pachal Post, Namakkal District 637018",CS,Computer Science and Engineering,129.0,91.0,111.0,106.0,81.0,80.0,92.0,2019
381,2611,"Paavai Engineering College (Autonomous), NH-7, Pachal Post, Namakkal District 637018",IT,Information Technology,127.0,125.5,108.0,110.0,115.0,91.5,92.0,2019
382,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CE,Civil Engineering,167.0,137.5,157.0,154.5,132.0,134.0,138.5,2019
383,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CS,Computer Science and Engineering,185.0,179.0,183.0,179.0,171.5,160.5,162.0,2019
384,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EE,Electrical and Electronics Engineering,180.5,173.5,178.0,175.5,159.5,155.0,128.0,2019
385,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",ME,Mechanical Engineering,174.0,163.5,166.5,164.0,121.0,136.0,150.5,2019
386,2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",MT,Metallurgical Engineering,174.0,162.0,169.0,165.0,155.0,133.0,109.5,2019
387,2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",EE,Electrical and Electronics Engineering,147.5,110.0,128.5,132.5,88.5,87.0,113.0,2019
388,2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",ME,Mechanical Engineering,127.0,104.0,105.5,100.5,103.5,87.0,108.5,2019
389,2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",CS,Computer Science and Engineering,128.5,98.5,98.0,80.0,103.0,84.0,87.0,2019
390,2622,"V S B Engineering College, Kovai Road, Karur District 639111",CE,Civil Engineering,118.5,122.0,97.0,88.0,112.5,86.5,89.5,2019
391,2622,"V S B Engineering College, Kovai Road, Karur District 639111",CH,Chemical Engineering,129.5,124.0,113.5,82.0,112.0,93.5,98.0,2019
392,2622,"V S B Engineering College, Kovai Road, Karur District 639111",CS,Computer Science and Engineering,163.0,86.0,133.5,96.0,99.5,80.5,155.5,2019
393,2622,"V S B Engineering College, Kovai Road, Karur District 639111",EC,Electronics and Communication Engineering,160.5,116.5,131.0,107.5,111.0,83.5,107.0,2019
394,2622,"V S B Engineering College, Kovai Road, Karur District 639111",IT,Information Technology,162.5,112.5,126.0,99.0,89.0,88.0,93.5,2019
395,2622,"V S B Engineering College, Kovai Road, Karur District 639111",ME,Mechanical Engineering,117.5,102.5,86.5,83.0,86.0,81.0,134.0,2019
396,2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",CS,Computer Science and Engineering,132.0,89.0,88.0,94.5,101.75,98.5,86.5,2019
397,2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",CS,Computer Science and Engineering,98.5,80.0,83.0,85.5,89.0,80.0,96.0,2019
398,2660,"Gnanamani College of Engineering, NH-7, A K Samuthiram, Pachal Post, Namakkal District 637018",BM,Bio- Medical Engineering,120.0,88.5,88.0,82.5,112.5,79.0,91.5,2019
399,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District  638401",BT,Bio Technology,161.0,134.0,148.5,122.5,130.5,99.5,115.0,2019
400,2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",CS,Computer Science and Engineering,162.5,127.5,153.5,139.0,79.0,120.0,134.5,2019
401,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",ME,Mechanical Engineering,152.5,103.5,143.0,124.0,126.0,84.5,80.0,2019
402,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",CE,Civil Engineering,168.0,135.5,158.0,151.5,110.5,122.0,100.5,2019
403,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",CS,Computer Science and Engineering,187.0,178.5,185.5,178.5,154.75,155.0,156.5,2019
404,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EC,Electronics and Communication Engineering,185.5,178.5,184.0,177.5,123.5,147.0,126.0,2019
405,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EE,Electrical and Electronics Engineering,181.5,174.5,180.5,173.0,119.0,139.5,128.5,2019
406,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",IT,Information Technology,185.0,177.0,184.5,177.0,150.5,150.0,132.5,2019
407,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",ME,Mechanical Engineering,176.0,168.5,172.0,160.5,126.5,130.5,117.0,2019
408,2718,"Sri Krishna College of Enginering and Technology (Autonomous), Kuniamuthur, Coimbatore District 641008",CS,Computer Science and Engineering,183.0,174.5,181.0,170.5,128.5,133.5,127.5,2019
409,2718,"Sri Krishna College of Enginering and Technology (Autonomous), Kuniamuthur, Coimbatore District 641008",EC,Electronics and Communication Engineering,180.25,166.5,178.5,167.5,102.5,124.0,136.5,2019
410,2718,"Sri Krishna College of Enginering and Technology (Autonomous), Kuniamuthur, Coimbatore District 641008",ME,Mechanical Engineering,164.5,149.5,160.0,151.5,100.5,106.5,82.0,2019
411,2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",EE,Electrical and Electronics Engineering,154.0,119.5,136.5,125.0,103.0,95.0,82.0,2019
412,2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638009",EC,Electronics and Communication Engineering,145.0,103.5,119.5,89.0,115.0,103.5,104.5,2019
413,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",CS,Computer Science and Engineering,155.5,111.5,142.0,122.0,80.5,100.0,111.0,2019
414,2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",CS,Computer Science and Engineering,142.0,108.0,127.0,95.0,108.0,88.0,89.0,2019
415,2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",EC,Electronics and Communication Engineering,133.0,99.0,102.0,90.0,103.0,87.5,91.0,2019
416,2750,"KIT-Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",EC,Electronics and Communication Engineering,140.5,80.5,115.5,80.5,99.0,93.5,118.5,2019
417,2750,"KIT-Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",ME,Mechanical Engineering,112.5,92.5,88.0,83.5,106.0,80.0,98.0,2019
418,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",BT,Bio Technology,171.0,163.0,161.0,156.25,146.5,152.5,146.5,2019
419,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",CE,Civil Engineering,138.5,84.0,115.0,118.0,106.0,114.5,112.5,2019
420,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",CS,Computer Science and Engineering,171.5,143.0,163.5,152.0,100.0,131.5,128.0,2019
421,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",EC,Electronics and Communication Engineering,164.5,143.5,153.0,144.5,117.5,129.0,112.0,2019
422,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",EE,Electrical and Electronics Engineering,154.0,124.0,136.0,127.5,95.5,115.0,84.0,2019
423,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",IT,Information Technology,161.5,147.0,152.5,144.0,98.0,122.5,122.0,2019
424,3011,"University College of Engineering,BIT Campus,Anna university ,Tiruchirappalli District 620024",ME,Mechanical Engineering,149.5,122.0,129.0,128.5,85.0,113.5,90.5,2019
425,3458,"Dhanalakshmi Srinivasan Institute of Research and Technology, NH-45, Trichyâ€“Chennai Main Road, Siruvachur, Perambalur District 621113",AG,Agriculture Engineering,114.5,100.0,96.0,83.5,102.0,93.0,101.5,2019
426,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",ME,Mechanical Engineering,128.5,104.0,115.5,115.0,100.0,103.0,112.0,2019
427,3465,"Government College of Engineering, Srirangam, Sethurappatti,  Trichy District 620 012",CS,Computer Science and Engineering,164.0,141.5,154.5,150.0,124.5,146.0,132.5,2019
428,3465,"Government College of Engineering, Srirangam, Sethurappatti,  Trichy District 620 012",EE,Electrical and Electronics Engineering,151.0,140.5,134.0,131.0,145.5,128.0,87.5,2019
429,3465,"Government College of Engineering, Srirangam, Sethurappatti,  Trichy District 620 012",ME,Mechanical Engineering,147.0,120.0,123.0,127.5,85.0,111.5,112.0,2019
430,3819,"Saranathan College of  Engineering, Panjappur, Tiruchirappalli District  620012",CS,Computer Science and Engineering,161.5,148.5,150.0,136.0,107.5,118.5,86.0,2019
431,3826,"Kongunadu College of Engineering and Technology, Tholurpatti, Thottiyam, Tiruchirappalli District 621215",ME,Mechanical Engineering,118.0,86.0,80.0,84.5,80.0,85.5,114.0,2019
432,3845,"Imayam College of Engineering, Kannanur, Thuraiyur, Tiruchirappalli District 621206",EC,Electronics and Communication Engineering,97.5,82.0,88.5,83.5,87.0,79.5,93.0,2019
433,4974,"Government College of Engineering, Tirunelveli District 627007",CE,Civil Engineering,165.5,153.0,155.0,143.0,126.0,129.5,111.0,2019
434,4974,"Government College of Engineering, Tirunelveli District 627007",EC,Electronics and Communication Engineering,175.5,149.5,168.0,150.0,96.5,148.5,136.0,2019
435,4974,"Government College of Engineering, Tirunelveli District 627007",ME,Mechanical Engineering,161.0,153.5,148.5,139.5,91.5,123.0,111.5,2019
436,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CE,Civil Engineering,183.0,181.0,179.25,174.5,147.0,168.5,111.5,2019
437,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CM,Computer Science and Engineering (SS),189.0,180.5,188.0,180.5,131.5,156.0,131.0,2019
438,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CN,Civil Engineering (SS),177.5,163.0,175.0,162.0,108.5,138.5,93.5,2019
439,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CS,Computer Science and Engineering,190.5,186.5,189.5,185.0,153.0,165.0,144.5,2019
440,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",IM,Information Tech. (SS),187.0,181.5,185.5,177.5,108.0,143.75,128.0,2019
441,5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",EC,Electronics and Communication Engineering,154.5,113.0,144.0,123.0,136.25,106.5,81.5,2019
442,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",CS,Computer Science and Engineering,182.5,181.5,180.0,173.0,143.0,151.5,120.5,2019
443,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",EC,Electronics and Communication Engineering,181.5,172.75,178.5,172.5,123.5,154.5,143.5,2019
444,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",EE,Electrical and Electronics Engineering,173.5,161.5,168.5,161.5,114.0,138.5,131.0,2019
445,5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",ME,Mechanical Engineering,167.5,156.0,159.5,152.0,111.0,127.5,134.25,2019
446,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,Bio- Medical Engineering (SS),191.0,189.5,190.0,189.0,156.5,182.0,165.5,2020
447,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,Civil Engineering,190.0,190.0,190.0,186.5,182.0,182.5,178.3333333,2020
448,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,Computer Science and Engineering (SS),196.0,193.5,194.5,192.0,181.5,188.5,185.5,2020
449,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,Computer Science and Engineering,198.25,196.5,197.0,195.0,193.5,192.0,195.5,2020
450,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,Electronics and Communication Engineering,196.5,192.0,194.5,192.0,186.5,190.0,189.0,2020
451,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,Electrical and Electronics Engineering,193.5,193.0,191.5,190.5,190.0,189.0,176.5,2020
452,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,Electronics and Communication Engg. (SS),193.5,190.5,192.0,190.0,166.5,185.0,165.5,2020
453,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,Geo-Informatics,190.0,182.5,188.0,185.0,180.5,172.5,179.0,2020
454,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,Information Tech. (SS),193.5,190.5,192.0,190.0,163.0,180.5,170.0,2020
455,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,Mechanical Engineering,192.0,190.0,190.0,189.5,160.0,183.5,176.0,2020
456,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,Chemical Engineering,190.0,186.0,190.0,183.0,146.5,174.0,184.0,2020
457,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,Food Technology (SS),187.0,181.0,183.0,175.0,149.0,172.5,126.5,2020
458,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,Leather Technology,167.5,162.5,163.0,154.5,123.5,147.5,113.5,2020
459,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,Pharmaceutical Tech (SS),182.5,174.5,177.5,166.0,134.0,156.0,173.0,2020
460,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,Textile Technology,174.5,158.5,165.5,156.5,130.5,145.5,136.0,2020
461,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,Automobile Engineering,188.5,186.0,186.0,180.0,169.5,172.5,155.5,2020
462,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,Computer Science and Engineering (SS),193.0,192.0,192.0,190.0,163.5,185.0,168.5,2020
463,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,Electronics and Communication Engineering,193.0,190.0,192.0,190.0,173.5,188.5,182.0,2020
464,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,Electronics and Communication Engg. (SS),191.0,190.0,190.5,189.0,159.5,175.5,129.0,2020
465,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,Information Tech. (SS),191.5,190.0,190.5,189.5,155.5,175.0,152.5,2020
466,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",MF,Mechanical Engg. (SS),190.0,189.0,190.0,185.5,152.0,172.5,137.0,2020
467,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,Production Engineering,186.5,182.0,183.5,175.0,135.5,164.0,140.0,2020
468,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RP,Rubber and Plastic Tech.,178.5,156.5,172.5,164.0,126.5,153.0,110.5,2020
469,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,Computer Science and Engineering,154.5,116.5,147.0,141.0,123.5,126.0,125.0,2020
